# Citizen Ledger — special districts — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — special districts financial transactions reports, as filed
# Accounting basis: Reported as filed with the State Controller, by fund class
# Gate tier: AS FILED — UNRECONCILED. Three of the four fund-class buckets have no published total to check against: for enterprise, internal-service and conduit funds the Controller publishes operating and nonoperating components and never their sum. A control exists for the governmental bucket only. No figure in this file has been verified against an independently published total
# Units: as-filed dollars
# Measured as: REPORTED AS FILED WITH THE STATE CONTROLLER, BY FUND CLASS · AS-FILED DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Fund-class columns: gov = governmental funds; ent = enterprise funds; isf = internal service funds; cf = conduit financing
# filing_status is the Controller's own per-year code for that district; '-' means no filing is recorded for that year.
# An entity-year with no filing at all is omitted rather than written as zero.
slug,name,county,activity,district_type,fiscal_year,filing_status,exp_gov_usd,exp_ent_usd,exp_isf_usd,exp_cf_usd,rev_gov_usd,rev_ent_usd,rev_isf_usd,rev_cf_usd
county-service-area-no-14-ventura,County Service Area No. 14 (Ventura),Ventura,County Service Area,Dependent,2018-19,F,284327,0,0,0,523191,0,0,0
county-service-area-no-14-ventura,County Service Area No. 14 (Ventura),Ventura,County Service Area,Dependent,2019-20,F,346191,0,0,0,542704,0,0,0
county-service-area-no-14-ventura,County Service Area No. 14 (Ventura),Ventura,County Service Area,Dependent,2020-21,F,331242,0,0,0,529686,0,0,0
county-service-area-no-14-ventura,County Service Area No. 14 (Ventura),Ventura,County Service Area,Dependent,2021-22,F,293645,0,0,0,527801,0,0,0
county-service-area-no-14-ventura,County Service Area No. 14 (Ventura),Ventura,County Service Area,Dependent,2022-23,F,241015,0,0,0,697474,0,0,0
county-service-area-no-14-ventura,County Service Area No. 14 (Ventura),Ventura,County Service Area,Dependent,2023-24,F,302633,0,0,0,823136,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2016-17,F,10144,0,0,0,47315,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2017-18,F,63415,0,0,0,47726,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2018-19,L,59494,0,0,0,48417,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2019-20,F,34733,0,0,0,85947,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2020-21,L,77222,0,0,0,89917,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2021-22,F,9547,0,0,0,88005,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2022-23,F,97458,0,0,0,91387,0,0,0
county-service-area-no-14-yuba,County Service Area No. 14 (Yuba),Yuba,County Service Area,Dependent,2023-24,F,82555,0,0,0,100861,0,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2016-17,F,0,9575,0,0,0,-577,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2017-18,F,0,7035,0,0,0,9200,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2018-19,F,0,10033,0,0,0,9813,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2019-20,F,0,11478,0,0,0,9702,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2020-21,F,0,12869,0,0,0,9059,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2021-22,F,0,14356,0,0,0,8859,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2022-23,F,0,14168,0,0,0,9629,0,0
county-service-area-no-141-butte,County Service Area No. 141 (Butte),Butte,County Service Area,Dependent,2023-24,F,0,34991,0,0,0,9766,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2016-17,F,8579,0,0,0,12300,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2017-18,F,8312,0,0,0,12711,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2018-19,F,11567,0,0,0,14160,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2019-20,F,17862,0,0,0,13505,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2020-21,F,11962,0,0,0,12648,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2021-22,F,11465,0,0,0,11958,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2022-23,F,12786,0,0,0,14261,0,0,0
county-service-area-no-142-riverside,County Service Area No. 142 (Riverside),Riverside,County Service Area,Dependent,2023-24,F,13412,0,0,0,16085,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2016-17,F,2533658,0,0,0,2419277,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2017-18,F,2707951,0,0,0,2505115,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2018-19,F,3074687,0,0,0,2712475,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2019-20,F,3127960,0,0,0,3303771,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2020-21,F,3355712,0,0,0,3191191,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2021-22,F,3156322,0,0,0,3111134,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2022-23,F,3060042,0,0,0,3227154,0,0,0
county-service-area-no-143-riverside,County Service Area No. 143 (Riverside),Riverside,County Service Area,Dependent,2023-24,F,3401028,0,0,0,3299126,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2016-17,F,3294,0,0,0,10079,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2017-18,F,3366,0,0,0,10640,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2018-19,F,3229,0,0,0,12689,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2019-20,F,3005,0,0,0,11936,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2020-21,F,2536,0,0,0,10451,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2021-22,F,2506,0,0,0,8889,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2022-23,F,6325,0,0,0,13306,0,0,0
county-service-area-no-146-riverside,County Service Area No. 146 (Riverside),Riverside,County Service Area,Dependent,2023-24,F,3220,0,0,0,10186,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2016-17,F,2169,0,0,0,19623,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2017-18,F,211,0,0,0,9966,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2018-19,F,213,0,0,0,12468,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2019-20,F,261,0,0,0,12757,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2020-21,F,6710,0,0,0,2776,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2021-22,F,233,0,0,0,105,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2022-23,F,9466,0,0,0,4713,0,0,0
county-service-area-no-149-butte,County Service Area No. 149 (Butte),Butte,County Service Area,Dependent,2023-24,F,349,0,0,0,7730,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2016-17,F,307992,0,0,0,409828,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2017-18,F,453333,0,0,0,420923,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2018-19,F,782511,0,0,0,444748,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2019-20,F,757293,0,0,0,673772,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2020-21,F,331850,0,0,0,415124,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2021-22,F,214366,0,0,0,413218,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2022-23,F,635031,0,0,0,651167,0,0,0
county-service-area-no-149-riverside,County Service Area No. 149 (Riverside),Riverside,County Service Area,Dependent,2023-24,F,448123,0,0,0,835293,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2016-17,F,29271,0,0,0,22371,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2017-18,F,27645,0,0,0,22567,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2018-19,F,31029,0,0,0,25080,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2019-20,F,28634,0,0,0,25914,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2020-21,F,27205,0,0,0,24176,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2021-22,F,28531,0,0,0,22697,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2022-23,F,34237,0,0,0,29603,0,0,0
county-service-area-no-15-kern,County Service Area No. 15 (Kern),Kern,County Service Area,Dependent,2023-24,F,25094,0,0,0,25575,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2016-17,F,4045,0,0,0,11596,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2017-18,F,14463,0,0,0,10684,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2018-19,F,87656,0,0,0,10987,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2019-20,L,4705,0,0,0,9716,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2020-21,F,4575,0,0,0,9819,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2021-22,L,2828,0,0,0,9701,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2022-23,L,11944,0,0,0,10053,0,0,0
county-service-area-no-15-madera,County Service Area No. 15 (Madera),Madera,County Service Area,Dependent,2023-24,F,10443,0,0,0,10130,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2016-17,F,163481,0,0,0,164863,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2017-18,F,188066,0,0,0,172291,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2018-19,F,127144,0,0,0,179843,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2019-20,L,127758,0,0,0,184995,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2020-21,F,137970,0,0,0,194720,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2021-22,F,179963,0,0,0,202769,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2022-23,F,127561,0,0,0,221653,0,0,0
county-service-area-no-15-monterey,County Service Area No. 15 (Monterey),Monterey,County Service Area,Dependent,2023-24,F,238332,0,0,0,236343,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2016-17,F,7914,0,0,0,15469,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2017-18,F,7439,0,0,0,17703,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2018-19,F,6986,0,0,0,23286,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2019-20,F,7638,0,0,0,22219,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2020-21,F,7547,0,0,0,19629,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2021-22,F,6836,0,0,0,17123,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2022-23,F,7099,0,0,0,31671,0,0,0
county-service-area-no-15-riverside,County Service Area No. 15 (Riverside),Riverside,County Service Area,Dependent,2023-24,F,7844,0,0,0,44234,0,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2016-17,F,18026,177204,0,0,18026,245689,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2017-18,F,25334,197004,0,0,25334,261264,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2018-19,F,10295,182587,0,0,10295,295229,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2019-20,F,10638,218081,0,0,10638,306798,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2020-21,F,12067,194413,0,0,12067,305148,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2021-22,F,11355,220946,0,0,11355,309043,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2022-23,F,14354,244251,0,0,14354,322480,0,0
county-service-area-no-15-san-joaquin,County Service Area No. 15 (San Joaquin),San Joaquin,County Service Area,Dependent,2023-24,F,16656,249772,0,0,16656,343666,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2016-17,F,20829,0,0,0,21833,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2017-18,F,,,,,25250,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2018-19,F,10577,0,0,0,28787,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2019-20,F,2312,0,0,0,45529,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2020-21,F,1752,0,0,0,44275,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2021-22,F,1759,0,0,0,44583,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2022-23,F,2472,0,0,0,49299,0,0,0
county-service-area-no-15-santa-cruz,County Service Area No. 15 (Santa Cruz),Santa Cruz,County Service Area,Dependent,2023-24,F,781,0,0,0,57750,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2016-17,F,109162,0,0,0,124778,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2017-18,F,90881,0,0,0,132352,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2018-19,F,90610,0,0,0,141456,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2019-20,F,78324,0,0,0,151475,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2020-21,F,83752,0,0,0,151583,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2021-22,F,86317,0,0,0,124172,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2022-23,F,77497,0,0,0,175066,0,0,0
county-service-area-no-15-shasta,County Service Area No. 15 (Shasta),Shasta,County Service Area,Dependent,2023-24,F,83949,0,0,0,216986,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2016-17,F,265,0,0,0,268,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2017-18,F,319,0,0,0,276,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2018-19,L,3696,0,0,0,13447,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2019-20,F,1848,0,0,0,13531,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2020-21,L,1590,0,0,0,13367,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2021-22,F,2462,0,0,0,13267,0,0,0
county-service-area-no-15-yuba,County Service Area No. 15 (Yuba),Yuba,County Service Area,Dependent,2022-23,F,1893,0,0,0,13880,0,0,0
