# Citizen Ledger — cities — COMPLETE LAYER EXPORT
# Source dataset: City annual financial reports, State Controller's Office “By the Numbers” (bythenumbers.sco.ca.gov) — reported actual expenditures and revenues
# Accounting basis: Reported actual revenues and expenditures from standardized annual financial reports filed with the State Controller; governmental activities only — ratepayer-funded enterprise funds, internal service funds and conduit financing are excluded from the function figures
# Gate tier: AS FILED — reconciled to the Controller's published statewide totals where one exists; the function split is the Controller's own
# Units: millions of dollars; population in persons
# Measured as: REPORTED ACTUAL REVENUES AND EXPENDITURES FROM STANDARDIZED ANNUAL FINANCIAL REPORTS FILED WITH THE STATE CONTROLLER · MILLIONS OF DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-26
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A $0 in a function column can be a real filed zero — a city that contracts the service to its county files $0. The site's services checklist distinguishes the two; see about.html.
# Function columns: exp_police_musd = Police; exp_fire_musd = Fire; exp_safetyOther_musd = Other public safety; exp_streets_musd = Streets & transportation; exp_housing_musd = Community development & housing; exp_sanitation_musd = Sewer & solid waste; exp_health_musd = Health & welfare; exp_parks_musd = Parks & recreation; exp_library_musd = Libraries; exp_cultureOther_musd = Other culture & leisure; exp_utilities_musd = Public utilities (governmental); exp_admin_musd = General government; exp_other_musd = Other expenditures; exp_debt_musd = Debt service; exp_capital_musd = Capital outlay
# An entity-year absent from this file filed nothing for that year.
slug,name,county,fiscal_year,population,revenues_musd,expenditures_musd,exp_police_musd,exp_fire_musd,exp_safetyOther_musd,exp_streets_musd,exp_housing_musd,exp_sanitation_musd,exp_health_musd,exp_parks_musd,exp_library_musd,exp_cultureOther_musd,exp_utilities_musd,exp_admin_musd,exp_other_musd,exp_debt_musd,exp_capital_musd
apple-valley,Apple Valley,San Bernardino,2016-17,74701,43.301,44.869,13.471,0.083,2.326,1.288,4.747,0,0,3.421,0,0,0,6.194,0,1.374,11.965
apple-valley,Apple Valley,San Bernardino,2017-18,73984,39.32,47.138,14.711,0.03,2.368,2.27,3.367,0,0,3.727,0,0,0,10.363,0,8.428,1.874
apple-valley,Apple Valley,San Bernardino,2018-19,73464,41.926,40.764,13.981,0.029,2.25,4.674,4.155,0,0,2.949,0,0,0,11.15,0,1.338,0.238
apple-valley,Apple Valley,San Bernardino,2019-20,74394,38.194,46.673,15.104,0,2.13,5.977,5.749,0,0,2.453,0,0,0,8.039,0,1.552,5.669
apple-valley,Apple Valley,San Bernardino,2020-21,76160,55.195,52.124,16.119,0,2.801,2.349,5.394,0,0,2.711,0,0,0,9.724,0,1.098,11.928
apple-valley,Apple Valley,San Bernardino,2021-22,75628,53.897,55.874,16.392,0,2.253,1.544,4.559,0,0,3.246,0,0,0,7.25,0,7.26,13.37
apple-valley,Apple Valley,San Bernardino,2022-23,74996,53.497,47.252,17.014,0,2.302,2.644,4.678,0,0,3.833,0,0,0,8.707,0,0.98,7.094
apple-valley,Apple Valley,San Bernardino,2023-24,74322,47.42,51.434,18.532,0,2.998,2.189,6.003,0,0,3.828,0,0,0,8.034,0,0.98,8.87
arcadia,Arcadia,Los Angeles,2016-17,57374,78.012,74.002,20.642,11.561,4.274,3.484,4.521,0.362,0.085,2.699,3.42,0.503,0,13.824,0,1.013,7.615
arcadia,Arcadia,Los Angeles,2017-18,57704,69.704,68.882,21.08,11.478,5.415,3.609,4.327,0.377,0.036,2.924,3.543,0.486,0,6.488,0,1.011,8.11
arcadia,Arcadia,Los Angeles,2018-19,58891,74.224,73.866,23.563,12.213,5.685,8.009,5.405,0.398,0.055,3.03,3.658,0.449,0,7.58,0,1.07,2.751
arcadia,Arcadia,Los Angeles,2019-20,57212,75.331,80.225,22.353,12.285,5.438,6.785,5.265,0.415,0.481,9.454,3.708,0.497,0,10.349,0,1.067,2.128
arcadia,Arcadia,Los Angeles,2020-21,56240,84.46,167.659,21.416,13.862,5.407,9.399,6.147,0.426,0.403,2.241,3.522,0.459,0,101.558,0,1.072,1.746
arcadia,Arcadia,Los Angeles,2021-22,55934,100.582,78.308,20.475,13.267,6.001,7.192,5.351,0.414,0.46,2.81,3.824,0.556,0,9.039,0,6.741,2.179
arcadia,Arcadia,Los Angeles,2022-23,55503,113.854,90.411,24.82,16.545,5.568,7.922,5.601,0.367,1.259,3.073,4.278,0.61,0,11.954,0,6.934,1.479
arcadia,Arcadia,Los Angeles,2023-24,55783,120.58,98.932,24.727,15.44,5.821,9.741,5.845,0.504,3.015,4.368,3.895,0.663,0,15.408,0,6.793,2.713
arcata,Arcata,Humboldt,2016-17,18374,18.867,17.407,5.806,0,0.188,1.401,2.317,0,0,1.596,0,0,0,3.241,0,0.089,2.77
arcata,Arcata,Humboldt,2017-18,18398,22.029,20.842,6.136,0,0.192,1.56,1.817,0,0,1.623,0,0,0,3.38,0,0.073,6.062
arcata,Arcata,Humboldt,2018-19,18078,20.927,18.076,6.506,0,0.179,1.617,1.698,0,0,1.756,0,0,0,3.282,0,0.073,2.965
arcata,Arcata,Humboldt,2019-20,17963,19.797,20.117,6.652,0,0.208,1.578,4.18,0,0,1.71,0,0,0,3.435,0,0.072,2.282
arcata,Arcata,Humboldt,2020-21,17633,22.411,18.097,6.143,0,0.184,1.436,3.751,0,0,1.32,0,0,0,3.063,0,0.073,2.128
arcata,Arcata,Humboldt,2021-22,18059,21.111,19.706,6.738,0,0.098,4.064,3.66,0,0,1.327,0,0,0,3.261,0,0.072,0.486
arcata,Arcata,Humboldt,2022-23,18688,36.253,32.516,6.972,0,0.081,4.458,13.152,0,0,1.743,0,0,0,3.26,0,0.072,2.778
arcata,Arcata,Humboldt,2023-24,18540,32.191,30.515,8.305,0,0.063,3.877,5.046,0,0,1.823,0,0,0,4.553,0,0.132,6.716
arroyo-grande,Arroyo Grande,San Luis Obispo,2016-17,17736,19.651,21.63,5.668,2.101,0.224,2.514,1.949,0,0,1.711,0,0.217,0.097,3.457,0,1.231,2.461
arroyo-grande,Arroyo Grande,San Luis Obispo,2017-18,17912,19.947,21.36,6.014,2.298,0.249,1.655,2.042,0,0,1.778,0,0.241,0.074,3.432,0,0.354,3.223
arroyo-grande,Arroyo Grande,San Luis Obispo,2018-19,17876,20.318,23.448,9.205,2.524,0.237,1.389,2.113,0,0,1.635,0,0,0.096,4.385,0,0.296,1.568
arroyo-grande,Arroyo Grande,San Luis Obispo,2019-20,17687,22.83,23.537,7.759,2.052,0.206,2.598,1.983,0,0,1.554,0,0,0.054,4.944,0,0.238,2.147
arroyo-grande,Arroyo Grande,San Luis Obispo,2020-21,18533,27.05,25.357,5.698,2.052,0.211,1.621,1.638,0,0,1.469,0,0,0.013,5.486,0,0.163,7.005
arroyo-grande,Arroyo Grande,San Luis Obispo,2021-22,18294,25.415,23.985,6.155,2.072,0.215,3.782,1.735,0,0,1.698,0,0,0.112,5.753,0,0.224,2.239
arroyo-grande,Arroyo Grande,San Luis Obispo,2022-23,17922,26.637,26.809,6.154,2.052,0.218,2.584,2.138,0,0,1.786,0,0,0.098,8.532,0,0.444,2.802
arroyo-grande,Arroyo Grande,San Luis Obispo,2023-24,17941,29.279,33.322,7.41,2.942,0.246,7.733,2.542,0,0,1.763,0,0,0.022,7.752,0,0.385,2.526
artesia,Artesia,Los Angeles,2016-17,16816,10.601,9.649,3.483,0,0.157,1.119,1.068,0,0,0.916,0,0,0,2.125,0,0,0.782
artesia,Artesia,Los Angeles,2017-18,16792,9.838,10.257,3.771,0,0.166,1.104,0.889,0,0.005,1.027,0,0,0,2.703,0,0,0.591
artesia,Artesia,Los Angeles,2018-19,16919,11.898,14.277,4.145,0,0.194,1.225,1.311,0,0.05,0.948,0,0,0,2.79,0,0,3.615
artesia,Artesia,Los Angeles,2019-20,16490,12.015,15.17,4.947,0,0.205,1.07,1.069,0,0,1.178,0,0,0,3.05,0,0,3.651
artesia,Artesia,Los Angeles,2020-21,16347,13.25,11.352,3.596,0,0.391,1.01,0.87,0,0,0.985,0,0,0,3.347,0,0,1.153
artesia,Artesia,Los Angeles,2021-22,16226,18.187,14.109,4.416,0.121,0.181,1.418,1.323,0,0,1.436,0,0,0,3.516,0,0,1.698
artesia,Artesia,Los Angeles,2022-23,16093,16.743,15.051,4.537,0.198,0.211,1.89,2.409,0,0,0.912,0,0,0,3.799,0,0,1.094
artesia,Artesia,Los Angeles,2023-24,16019,22.194,18.985,4.969,0.183,0.076,2.956,2.039,0,0,1.208,0,0,0,4.53,0,0,3.022
arvin,Arvin,Kern,2016-17,21157,11.992,16.829,2.913,0.531,0.36,1.353,1.362,0,0,0.484,0,0,0,2.565,0,0,7.261
arvin,Arvin,Kern,2017-18,21696,10.531,10.722,2.919,0.531,0.137,1.084,0.712,0,0,0.612,0,0,0,1.911,0,0,2.816
arvin,Arvin,Kern,2018-19,22178,10.783,9.526,2.693,0.621,0.311,0.796,0.718,0,0,0.327,0,0,0,1.436,0,0.411,2.214
arvin,Arvin,Kern,2019-20,21677,8.174,7.947,2.837,0.624,0.242,0.858,0.58,0,0.122,0.251,0,0,0,1.424,0,0.436,0.572
arvin,Arvin,Kern,2020-21,19833,9.717,8.507,2.728,0.658,0.223,0.68,0.762,0,0.767,0.25,0,0,0,1.467,0,0.439,0.533
arvin,Arvin,Kern,2021-22,19639,11.349,11.756,3.624,0.698,0.325,0.673,0.878,0,0.431,0.261,0,0,0,1.76,0,0.483,2.623
arvin,Arvin,Kern,2022-23,19505,11.629,13.25,3.907,0.762,0.459,0.625,1.291,0,0.328,0.359,0,0,0,2.713,0,0.502,2.305
arvin,Arvin,Kern,2023-24,19651,16.99,14.488,4.488,0.878,0.464,0.655,1.645,0,0.49,0.359,0,0,0,2.822,0,0.503,2.183
atascadero,Atascadero,San Luis Obispo,2016-17,30900,26.2,25.532,6.616,4.506,0.081,0.956,2.952,0,0,1.568,0,1.219,0,1.971,0.008,0.972,4.684
atascadero,Atascadero,San Luis Obispo,2017-18,31147,28.295,27.846,7.204,4.591,0.09,1.178,3.182,0,0,1.668,0,1.212,0,2.087,0,0.975,5.659
atascadero,Atascadero,San Luis Obispo,2018-19,30405,29.526,28.489,7.172,4.742,0.256,1.1,3.388,0,0,1.764,0,1.381,0,1.995,0,0.976,5.715
atascadero,Atascadero,San Luis Obispo,2019-20,30057,30.922,29.59,7.892,4.58,0.236,1.047,3.475,0,0,1.759,0,1.389,0,2.12,0,0.972,6.12
atascadero,Atascadero,San Luis Obispo,2020-21,30823,33.583,30.6,7.943,5.547,0.236,1.022,3.615,0,0,1.565,0,1.379,0,2.311,0,0.972,6.009
atascadero,Atascadero,San Luis Obispo,2021-22,30480,44.083,36.988,9.339,5.962,0.187,1.136,4.258,0,0,2.204,0,1.573,0,2.433,0,0.972,8.925
atascadero,Atascadero,San Luis Obispo,2022-23,30206,48.981,46.613,11.043,11.918,0.155,1.238,5.682,0,0,2.686,0,1.734,0,2.99,0,0.965,8.202
atascadero,Atascadero,San Luis Obispo,2023-24,30279,52.434,52.723,11.383,8.382,0.169,1.418,7.06,0,0,3.236,0,1.862,0,2.858,0,0.972,15.382
atherton,Atherton,San Mateo,2016-17,7148,20.609,18.885,6.614,0,0,1.743,1.427,0,0,0.125,0.021,0,0,3.83,0,0,5.126
atherton,Atherton,San Mateo,2017-18,7135,21.774,17.45,6.932,0,0,1.32,1.556,0,0,0.459,0.035,0,0,3.025,0,0,4.122
atherton,Atherton,San Mateo,2018-19,7070,23.363,18.524,7.618,0,0,1.376,1.457,0,0,0.548,0.029,0,0,4.448,0,0,3.048
atherton,Atherton,San Mateo,2019-20,7031,25.895,34.989,7.566,0,0.017,1.156,1.39,0,0,0.708,0.163,0,0,3.772,0,0.163,20.055
atherton,Atherton,San Mateo,2020-21,6806,27.314,42.468,8.203,0,0,3.44,1.785,0,0,0.592,0.063,0.076,0,3.537,0,0.838,23.933
atherton,Atherton,San Mateo,2021-22,6718,28.194,34.792,13.953,0,0.001,1.422,1.686,0,0,0.773,0.155,0.041,0,3.876,0,0.865,12.021
atherton,Atherton,San Mateo,2022-23,6678,25.16,20.966,8.816,0,0,1.584,2.107,0,0,1.071,0.24,0.01,0,3.522,0,0.862,2.754
atherton,Atherton,San Mateo,2023-24,6976,27.051,23.92,9.413,0,0,1.314,2.934,0,0,1.142,0.288,0.001,0,3.441,0,0.861,4.526
atwater,Atwater,Merced,2016-17,30406,16.426,16.021,6.508,2.611,0,2.009,0.559,0,0,0.095,0,0.361,0,2.951,0,0.088,0.838
atwater,Atwater,Merced,2017-18,31235,18.686,16.024,6.624,2.762,0,1.704,0.984,0,0,0.101,0,0,0,3.177,0,0.088,0.585
atwater,Atwater,Merced,2018-19,31470,19.541,15.827,5.994,2.864,0,1.806,1.095,0,0,0.132,0,0,0,3.283,0,0.088,0.565
atwater,Atwater,Merced,2019-20,31378,20.978,20.932,6.275,3.171,0,2.057,0.802,0,0,0.562,0,0,0,3.786,0,0.126,4.153
atwater,Atwater,Merced,2020-21,32019,27.314,17.66,6.157,2.496,0.009,1.809,0.876,0,0,0.274,0,0,0,4.029,0,0.338,1.672
atwater,Atwater,Merced,2021-22,31652,26.954,22.26,5.216,1.309,2.832,2.543,0.962,0,0,0.719,0,0,0,5.275,0,0.299,3.106
atwater,Atwater,Merced,2022-23,31418,28.729,24.335,6.544,2.582,0.9,3.051,0.827,0,0,1.14,0,0,0,4.926,0.032,0.299,4.034
atwater,Atwater,Merced,2023-24,31397,33.04,28.625,7.451,4.891,0,3.481,0.913,0,0,1.223,0,0,0,5.874,0,0.409,4.382
auburn,Auburn,Placer,2016-17,14096,14.09,13.836,4.125,2.422,0,0.633,0.968,0.327,0,0,0,0,0,3.086,0,0.474,1.801
auburn,Auburn,Placer,2017-18,14611,14.385,14.866,4.482,2.425,0,0.656,1.436,0.189,0,0,0,0,0,3.742,0,0.583,1.353
auburn,Auburn,Placer,2018-19,14392,15.534,15.11,4.321,2.238,0,2.079,1.15,0.475,0,0,0,0,0,2.881,0,0.508,1.457
auburn,Auburn,Placer,2019-20,14594,19.936,20.703,4.389,3.084,0,2.015,1.153,0.285,0,0,0,0,0,3.238,0,0.615,5.924
auburn,Auburn,Placer,2020-21,13795,17.193,33.147,4.407,3.424,0,2.568,1.063,0.386,0,0,0,0,0,19.374,0,0.943,0.982
auburn,Auburn,Placer,2021-22,13608,18.638,17.32,4.907,3.315,0,2.302,0.934,0.328,0,0,0,0,0,2.976,0,1.053,1.504
auburn,Auburn,Placer,2022-23,13365,21.269,23.056,5.501,3.527,0,2.724,1.312,0.58,0,0,0,0,0,4.98,0,0.982,3.451
auburn,Auburn,Placer,2023-24,13218,21.552,23.627,6.325,4.088,0,3.237,1.809,0.673,0,0,0,0,0,5.237,0.303,1.377,0.575
avalon,Avalon,Los Angeles,2016-17,3718,11.725,14.854,1.727,2.501,0,2.882,1.229,0,0.71,0.049,0,0,0,2.194,0,0.134,3.426
avalon,Avalon,Los Angeles,2017-18,3867,10.951,11.069,1.561,2.339,0.011,2.116,1.152,0,0.476,0.045,0,0,0,2.246,0,0,1.123
avalon,Avalon,Los Angeles,2018-19,3845,15.026,13.786,2.047,2.714,0,3.203,1.449,0,0.711,0.06,0,0,0,2.77,0,0.121,0.71
avalon,Avalon,Los Angeles,2019-20,3929,11.403,11.859,1.694,2.621,0,2.723,1.633,0,0.59,0.045,0,0,0,2.235,0,0.134,0.185
avalon,Avalon,Los Angeles,2020-21,3428,12.749,10.632,1.672,2.382,0,2.318,1.138,0,0.494,0.027,0,0,0,2.32,0,0.137,0.144
avalon,Avalon,Los Angeles,2021-22,3394,18.928,12.644,1.784,2.424,0,2.95,1.413,0,0.774,0.05,0,0,0,2.938,0,0.137,0.175
avalon,Avalon,Los Angeles,2022-23,3351,17.62,14.021,1.989,2.58,0,3.046,1.568,0,0.956,0.149,0,0,0,3.13,0,0.137,0.467
avalon,Avalon,Los Angeles,2023-24,3313,18.664,16.333,2.333,2.879,0,3.052,1.491,0,1.385,0.095,0,0,0,3.146,0,0.097,1.855
avenal,Avenal,Kings,2016-17,12491,6.016,8.132,2.871,0,0.176,0.347,1.891,0,0,0.509,0,0,0,0.618,0,0.657,1.065
avenal,Avenal,Kings,2017-18,13053,5.806,6.429,2.747,0,0.193,0.431,0.614,0,0,0.577,0,0,0,0.723,0,0.657,0.486
avenal,Avenal,Kings,2018-19,13823,10.371,10.436,3.191,0,0.205,0.441,4.141,0,0,0.64,0,0,0,0.639,0,0.99,0.19
avenal,Avenal,Kings,2019-20,13189,9.679,10.793,3.181,0,0.212,0.469,4.5,0,0,0.53,0,0,0,0.706,0,1.02,0.173
avenal,Avenal,Kings,2020-21,12750,5.737,8.317,2.805,0,0.217,0.433,1.583,0,0,0.547,0,0,0,0.757,0,0.625,1.352
avenal,Avenal,Kings,2021-22,13186,10.996,8.522,3.06,0,0.311,0.433,0.728,0,0,0.525,0,0,0,2.137,0.142,0.652,0.533
avenal,Avenal,Kings,2022-23,13374,6.473,4.869,1.095,0,0.129,0.19,0.273,0,0,0.234,0,0,0,1.857,0.105,0.735,0.249
avenal,Avenal,Kings,2023-24,13981,6.839,8.299,0.828,0,0.114,0.275,0.937,0,0,0.266,0,0,0,2.143,0.083,0.606,3.047
azusa,Azusa,Los Angeles,2016-17,49762,47.734,45.997,17.88,4.577,0.036,3.383,2.358,0,0.568,3.515,1.172,0,0.928,8.253,0,1.97,1.357
azusa,Azusa,Los Angeles,2017-18,49954,48.41,52.394,20.829,4.849,0.029,3.472,2.873,0,0.655,3.714,1.258,0,0.839,8.208,0,2.2,3.467
azusa,Azusa,Los Angeles,2018-19,51313,56.227,50.537,19.608,4.902,0,2.443,2.513,0,2.153,3.876,1.346,0,0.969,8.664,0,0.705,3.359
azusa,Azusa,Los Angeles,2019-20,49658,58.95,54.222,20.235,6.954,0,3.825,2.757,0,3.722,3.427,1.349,0,1.036,5.256,0,0.697,4.965
azusa,Azusa,Los Angeles,2020-21,50191,66.347,57.6,21.188,5.575,0,3.734,2.994,0,2.544,3.136,1.328,0,1.451,7.135,0,1.635,6.88
azusa,Azusa,Los Angeles,2021-22,49704,74.303,60.74,18.347,5.95,0,6.739,3.274,0,1.098,3.489,1.552,0,0.795,11.553,0,5.008,2.937
azusa,Azusa,Los Angeles,2022-23,49483,74.261,62.047,20.126,5.96,0,3.945,3.521,0,0.615,2.708,1.642,0,1.469,14.225,0,4.985,2.851
azusa,Azusa,Los Angeles,2023-24,49420,86.261,75.316,22.599,6.82,0,4.106,3.911,0,2.579,3.289,1.961,0,0.855,15.291,0,4.986,8.919
bakersfield,Bakersfield,Kern,2016-17,383512,340.844,346.578,83.017,37.63,6.04,18.33,13.645,0,0,18.836,0,8.275,0,26.489,0,3.702,130.613
bakersfield,Bakersfield,Kern,2017-18,386839,334.207,332.04,87.239,39.3,6.257,15.081,10.121,0,0,20.216,0,8.241,0,27.913,0,3.72,113.953
bakersfield,Bakersfield,Kern,2018-19,389211,359.862,347.038,94.896,40.617,5.828,17.397,11.176,0,0,20.359,0,9.003,0,28.876,0,3.798,115.09
bakersfield,Bakersfield,Kern,2019-20,392756,448.753,421.236,104.076,44.793,7.025,18.01,16.654,0,0,22.215,0,8.144,0,29.49,0,4.404,166.425
bakersfield,Bakersfield,Kern,2020-21,406129,572.898,425.296,113.825,49.372,16.116,17.361,22.817,0.627,34.82,23.358,0,0,0,28.146,0,1.247,117.607
bakersfield,Bakersfield,Kern,2021-22,408865,519.736,483.65,126.96,53.005,23.629,18.619,53.161,1.764,15.343,24.997,0,0.016,0,34.633,0,1.335,130.188
bakersfield,Bakersfield,Kern,2022-23,408373,523.777,474.523,137.117,56.754,27.457,18.705,32.182,2.214,20.414,29.933,0,0.008,0,36.69,0,1.291,111.758
bakersfield,Bakersfield,Kern,2023-24,411109,515.056,476.508,149.829,60.752,29.378,28.363,33.373,2.437,8.738,35.051,0,0,0,40.977,0,0.644,86.966
baldwin-park,Baldwin Park,Los Angeles,2016-17,75537,47.754,51.268,18.272,0,0.911,5.622,8.783,0.312,0.135,4.175,0,0,0.076,7.389,1.028,3.316,1.251
baldwin-park,Baldwin Park,Los Angeles,2017-18,76708,53.118,61.438,20.431,0,0.811,4.802,7.906,0.227,0.088,3.932,0,0,0.034,6.53,0.388,11.258,5.032
baldwin-park,Baldwin Park,Los Angeles,2018-19,77286,56.587,56.532,21.276,0,0.608,4.26,8.439,0.486,0.152,5.441,0,0.012,0,3.911,0.127,2.174,9.647
baldwin-park,Baldwin Park,Los Angeles,2019-20,76252,60.295,59.955,21.489,0,1.202,4.644,10.444,0.495,0.095,5.344,0,0.003,0,4.526,2.032,5.192,4.489
baldwin-park,Baldwin Park,Los Angeles,2020-21,71455,60.223,56.876,18.634,0,1.251,4.4,10.852,0.485,0.036,4.22,0,0.005,0,4.813,1.051,5.674,5.458
baldwin-park,Baldwin Park,Los Angeles,2021-22,70855,81.244,65.901,20.738,0,0.385,4.082,11.244,1.586,0.762,6.072,0,0.009,0,6.876,0,5.687,8.462
baldwin-park,Baldwin Park,Los Angeles,2022-23,70368,75.443,78.085,21.219,0,2.421,7.083,11.452,0.439,2.234,6.18,0,0,0,8.471,0,5.859,12.728
baldwin-park,Baldwin Park,Los Angeles,2023-24,70660,101.68,80.361,21.112,0,2.226,8.254,12.242,0.501,4.719,5.764,0,0,0,6.581,0,5.635,13.328
banning,Banning,Riverside,2016-17,31068,18.744,17.742,7.268,2.65,0.134,0.918,1.507,0,0.003,0.974,0,0.084,0,2.341,0,0.658,1.204
banning,Banning,Riverside,2017-18,31282,18.352,19.828,7.723,3.145,0.144,1.38,1.448,0,0.003,1.033,0,0.089,0,2.409,0,0.518,1.937
banning,Banning,Riverside,2018-19,31044,20.94,20.374,7.888,3.072,0.194,1.286,1.912,0,0.003,1.108,0,0.1,0,2.664,0,0.517,1.629
banning,Banning,Riverside,2019-20,31125,23.034,26.871,9.712,3.148,0.216,2.008,3.245,0,0.003,1.171,0,0.092,0,2.972,0,0.435,3.868
banning,Banning,Riverside,2020-21,30629,28.49,29.057,10.12,2.96,0.25,1.884,3.837,0,0,1.231,0,0.082,0,4.429,0,0.216,4.047
banning,Banning,Riverside,2021-22,30877,29.725,33.041,11.499,3.255,0.294,1.71,4.815,0,0,1.643,0,0.095,0,4.876,0,0.12,4.734
banning,Banning,Riverside,2022-23,31250,27.988,35.34,12.153,3.577,0.259,1.858,5.424,0,0,1.799,0,0.12,0,6.021,0,0.217,3.912
banning,Banning,Riverside,2023-24,31213,37.122,39.947,13.331,3.883,0.347,2.033,6.014,0.524,0,2.631,0,0.216,0,5.776,0.142,0.522,4.528
barstow,Barstow,San Bernardino,2016-17,24248,21.805,27.049,9.488,0,0.411,2.105,3.24,0,0,2.35,0,0.216,0,4.62,0,2.154,2.464
barstow,Barstow,San Bernardino,2017-18,24411,29.897,33.259,9.483,5.676,0.418,2.115,2.952,0,0,2.372,0,0.254,0,4.715,0,1.737,3.536
barstow,Barstow,San Bernardino,2018-19,24150,31.699,34.195,10.508,6.808,0.424,2.103,2.857,0,0.095,2.261,0,0.166,0,4.144,0,1.458,3.373
barstow,Barstow,San Bernardino,2019-20,24268,34.539,34.426,11.364,7.034,0.436,3.055,3.248,0,0,2.06,0,0.127,0,3.272,0,1.939,1.89
barstow,Barstow,San Bernardino,2020-21,25405,39.24,37.002,10.612,7.902,0.452,3.179,3.288,0,0,0.893,0,0.112,0,5.751,0,2.278,2.533
barstow,Barstow,San Bernardino,2021-22,25202,42.709,68.596,18.344,17.085,0.456,4.456,2.804,0,0,1.355,0,0.144,0,16.074,0,1.033,6.844
barstow,Barstow,San Bernardino,2022-23,24918,50.025,45.428,12.386,7.435,0.461,4.298,4.432,0,0.391,1.894,0,0.3,0,6.99,0.168,3.861,2.812
barstow,Barstow,San Bernardino,2023-24,24669,50.451,46.313,13.033,7.921,0.754,2.141,4.664,0,0,1.829,0,0.364,0,7.265,0.177,4.091,4.074
beaumont,Beaumont,Riverside,2016-17,46179,51.293,31.847,9.438,2.484,0.557,1.225,0.45,1.678,0,2.296,0,0.1,0,12.122,0,0,1.498
beaumont,Beaumont,Riverside,2017-18,48237,66.15,169.113,9.843,2.698,0.8,1.686,3.03,4.928,0,2.373,0,0.853,0,4.71,0,121.273,16.917
beaumont,Beaumont,Riverside,2018-19,48401,61.283,56.538,10.806,3.422,0.324,1.698,2.189,5.455,0,3.406,0,0.592,0,8.008,0,8.016,12.622
beaumont,Beaumont,Riverside,2019-20,51475,50.769,48.988,12.103,4.123,0.314,2.087,1.958,1.128,0,3.536,0,0,0,6.728,0,9.045,7.965
beaumont,Beaumont,Riverside,2020-21,54313,59.76,52.466,12.65,4.751,0.385,1.6,1.956,1.33,0,3.742,0,0,0,8.657,0,12.323,5.074
beaumont,Beaumont,Riverside,2021-22,54690,72.348,53.091,13.25,3.162,0.326,1.603,2.743,1.106,0.039,4.026,0,0,0,9.893,0,8.22,8.723
beaumont,Beaumont,Riverside,2022-23,56590,92.686,62.768,15.535,5.089,0.379,2.196,2.711,1.235,0.001,4.796,0,0,0,12.132,0,8.644,10.051
beaumont,Beaumont,Riverside,2023-24,57416,104.356,80.894,17.421,5.099,0.361,4.624,2.762,0,0.103,5.68,0,0,0,14.29,0,6.933,23.622
bell,Bell,Los Angeles,2016-17,36408,28.838,27.154,9.384,0,0.595,2.57,2.638,1.576,0.001,2.053,0,0,0,4.542,0,3.464,0.332
bell,Bell,Los Angeles,2017-18,36325,28.203,30.653,9.578,0,0.452,1.36,2.707,0.502,0.001,2.582,0,0,0,4.362,0,7.591,1.517
bell,Bell,Los Angeles,2018-19,36556,30.157,28.881,9.775,0,0.519,1.993,2.43,0.782,0.001,2.626,0,0,0,4.363,0,3.293,3.099
bell,Bell,Los Angeles,2019-20,36531,30.576,31.935,8.439,0,0.479,1.176,3.229,0.716,0.611,2.667,0,0,0,4.811,0,4.291,5.518
bell,Bell,Los Angeles,2020-21,33962,34.086,34.682,9.902,0,0.514,1.578,2.54,0.71,0.302,2.435,0,0,0,5.526,0,3.579,7.596
bell,Bell,Los Angeles,2021-22,33624,35.4,33.352,10.901,0,0.584,1.66,2.854,0.632,0.208,3.544,0,0,0,5.936,0,3.83,3.204
bell,Bell,Los Angeles,2022-23,33370,38.224,37.862,8.44,0,0.622,1.747,3.218,0.58,0.319,3.069,0,0,0,10.955,0,3.97,4.942
bell,Bell,Los Angeles,2023-24,33301,43.35,39.606,8.944,0,0.613,1.786,4.271,0.71,1.768,2.837,0,0,0,11.012,0,3.848,3.818
bell-gardens,Bell Gardens,Los Angeles,2016-17,42824,37.666,31.836,15.534,0,0,3.118,0.776,0,0,5.103,0,0,0,5.736,0,1.02,0.549
bell-gardens,Bell Gardens,Los Angeles,2017-18,43051,38.599,43.145,15.443,0,0,4.177,0.909,2.866,0,5.354,0,0,0,6.299,0,1.01,7.087
bell-gardens,Bell Gardens,Los Angeles,2018-19,42972,42.505,39.9,16.809,0,0.217,4.738,0.838,3.153,0,4.996,0,0,0,5.956,0,1.008,2.185
bell-gardens,Bell Gardens,Los Angeles,2019-20,42449,38.45,40.096,17.957,0,0.225,4.213,0.999,3.136,0,5.082,0,0,0,5.949,0,0.427,2.108
bell-gardens,Bell Gardens,Los Angeles,2020-21,39265,45.5,42.207,15.545,0,0.233,4.822,0.888,3.513,0,4.868,0,0,0,6.746,0,0.438,5.154
