# Citizen Ledger — community college districts — COMPLETE LAYER EXPORT
# Source dataset: California Community Colleges Chancellor's Office — CCFS-311 Annual Financial and Budget Report (Table VI, Current Expense of Education, ECS 84362); SCFF 2022-23 Recalculation Exhibit C; MIS District & College Codes
# Accounting basis: Modified accrual on the community-college Budget and Accounting Manual uniform chart; Current Expense of Education (ECS 84362)
# Gate tier: GATED TO THE DOLLAR against the Chancellor's Office printed statewide total
# Units: dollars; FTES in full-time-equivalent students
# Measured as: MODIFIED ACCRUAL ON THE COMMUNITY-COLLEGE BUDGET AND ACCOUNTING MANUAL UNIFORM CHART · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE DOLLAR AGAINST THE CHANCELLOR'S OFFICE PRINTED STATEWIDE TOTAL
# Data generated: 2026-07-24
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Apportionment-derived columns (funded_ftes, per_ftes_usd, state_general_fund_usd, community_supported_status) reach only the years with a readable apportionment document, and are empty elsewhere. That is an absence of source, not a zero.
# community_supported_status is three-valued: a status, or 'not-published' where the derivation could not be reconciled.
district_code,name,colleges,fiscal_year,current_expense_usd,instructional_salaries_usd,pct_instructional_salaries,funded_ftes,per_ftes_usd,state_general_fund_usd,rev_federal_usd,rev_state_usd,rev_local_usd,rev_total_usd,community_supported_status
680,VENTURA,Moorpark;Oxnard;Ventura,2022-23,180439335,90400378,50.1,25672.7,7028,92676984,20403029,170392732,112352125,303147886,state-funded
680,VENTURA,Moorpark;Oxnard;Ventura,2023-24,196043606,98101115,50.04,25178.36,7786,77950178,10088188,202982069,127716618,340786875,not-published
990,VICTOR VALLEY,Victor Valley,2009-10,46719792,25752490,55.12,,,,4628602,43541757,16462856,64633215,not-published
990,VICTOR VALLEY,Victor Valley,2010-11,45992689,26388123,57.37,,,,4750389,43166999,12579566,60496954,not-published
990,VICTOR VALLEY,Victor Valley,2011-12,47210000,25329397,53.65,,,,2909636,38688661,12621837,54220134,not-published
990,VICTOR VALLEY,Victor Valley,2012-13,48473744,27099521,55.91,,,,1916307,38125115,11740976,51782398,not-published
990,VICTOR VALLEY,Victor Valley,2013-14,47529763,26374980,55.49,,,,2072194,42093733,14918518,59084445,not-published
990,VICTOR VALLEY,Victor Valley,2014-15,55112383,29287749,53.14,,,,2306144,49728598,15359101,67393843,not-published
990,VICTOR VALLEY,Victor Valley,2015-16,54120227,28527418,52.71,,,,1497984,63468020,14909362,79875366,not-published
990,VICTOR VALLEY,Victor Valley,2016-17,57599441,29568109,51.33,,,,1400160,59693977,16817787,77911924,not-published
990,VICTOR VALLEY,Victor Valley,2017-18,58256728,31746331,54.49,,,,1442570,59195202,17383495,78021267,not-published
990,VICTOR VALLEY,Victor Valley,2018-19,64140081,33408786,52.09,,,35254713,1543136,68668637,19303712,89515485,not-published
990,VICTOR VALLEY,Victor Valley,2019-20,65575323,32789219,50,9598.34,6832,44165833,,,,,not-published
990,VICTOR VALLEY,Victor Valley,2020-21,59579554,29906869,50.2,8697.26,6850,41558338,6740249,67650751,20679513,95070513,state-funded
990,VICTOR VALLEY,Victor Valley,2021-22,58436855,29621630,50.69,,,,10281935,72276032,22462785,105020752,not-published
990,VICTOR VALLEY,Victor Valley,2022-23,63323650,32380125,51.13,10499.08,6031,55252927,22017630,105566911,23815227,151399768,state-funded
990,VICTOR VALLEY,Victor Valley,2023-24,91254567,50396221,55.23,10768.17,8474,56058658,4073264,103984457,34081394,142139115,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2009-10,20022929,10059873,50.24,,,,9728687,30776403,6462197,46967287,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2010-11,22733378,11425695,50.26,,,,11369710,30498218,5865151,47733079,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2011-12,24726977,12439198,50.31,,,,8882348,28713539,6309146,43905033,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2012-13,24936508,12479064,50.04,,,,11600032,27453117,7384869,46438018,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2013-14,25922036,12967799,50.03,,,,12787429,29374297,7314288,49476014,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2014-15,23743250,11942337,50.3,,,,8385267,31844025,8171233,48400525,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2015-16,25263201,12652814,50.08,,,,5319826,41399040,7897376,54616242,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2016-17,29008131,14603291,50.34,,,,5772555,42367431,9022041,57162027,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2017-18,31517367,15888895,50.41,,,,5594914,44435030,9144895,59174839,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2018-19,33767280,16886310,50.01,,,27196831,5602050,45811957,9122450,60536457,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2019-20,30712592,15400551,50.14,5976.53,5139,36353330,,,,,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2020-21,27856281,14826237,53.22,5448.37,5113,32939032,5373383,55423236,9047293,69843912,state-funded
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2021-22,32255766,16161295,50.1,,,,10919387,56950596,9028235,76898218,not-published
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2022-23,35852311,17972979,50.13,5841.6,6137,44191360,9221407,63617481,10782073,83620961,state-funded
580,WEST HILLS,West Hills Coalinga;West Hills Lemoore,2023-24,39113609,20568561,52.59,5742.89,6811,41375220,6147960,69547355,12673327,88368642,not-published
690,WEST KERN,Taft,2009-10,15835878,8036573,50.75,,,,6940301,14655403,4239026,25834730,not-published
690,WEST KERN,Taft,2010-11,14575599,7305190,50.12,,,,6733403,9966994,8954044,25654441,not-published
690,WEST KERN,Taft,2011-12,15662124,7735072,49.39,,,,7032533,8778442,10868277,26679252,not-published
690,WEST KERN,Taft,2012-13,16105348,8106023,50.33,,,,7178302,7407094,11516964,26102360,not-published
690,WEST KERN,Taft,2013-14,17431810,8876056,50.92,,,,7022773,13893589,9114121,30030483,not-published
690,WEST KERN,Taft,2014-15,17999680,9203602,51.13,,,,3188727,16925918,10044072,30158717,not-published
690,WEST KERN,Taft,2015-16,18844430,9605252,50.97,,,,8059074,19378009,7341540,34778623,not-published
690,WEST KERN,Taft,2016-17,20113097,11214227,55.76,,,,5875685,23662925,6075709,35614319,not-published
690,WEST KERN,Taft,2017-18,20151339,10452075,51.87,,,,7695935,23746993,9772321,41215249,not-published
690,WEST KERN,Taft,2018-19,22245631,11589762,52.1,,,16070934,6559436,27342956,8465670,42368062,not-published
690,WEST KERN,Taft,2019-20,23556401,11886735,50.46,2873.22,8199,19241257,,,,,not-published
690,WEST KERN,Taft,2020-21,22048170,11098979,50.34,2870.72,7680,17783774,4142946,30177321,8929150,43249417,state-funded
690,WEST KERN,Taft,2021-22,22752825,11661045,51.25,,,,3092336,32793014,7801077,43686427,not-published
690,WEST KERN,Taft,2022-23,24504546,12895027,52.62,2868.23,8543,24878227,3193030,33121059,9454560,45768649,state-funded
690,WEST KERN,Taft,2023-24,28939239,14478202,50.03,2561.31,11299,23690596,657215,44990373,9777274,55424862,not-published
490,WEST VALLEY,Mission;West Valley,2009-10,86202660,43635606,50.62,,,,2274320,21436283,82931948,106642551,not-published
490,WEST VALLEY,Mission;West Valley,2010-11,77771820,41043278,52.77,,,,2194613,24069489,79296459,105560561,not-published
490,WEST VALLEY,Mission;West Valley,2011-12,79389615,41649490,52.46,,,,2768001,14669160,83346787,100783948,not-published
490,WEST VALLEY,Mission;West Valley,2012-13,77192306,40557255,52.54,,,,2353095,12374603,88094081,102821779,not-published
490,WEST VALLEY,Mission;West Valley,2013-14,77747789,38984239,50.14,,,,2363945,12435693,100247782,115047420,not-published
490,WEST VALLEY,Mission;West Valley,2014-15,82156094,43237757,52.63,,,,2121480,14622169,103498474,120242123,not-published
490,WEST VALLEY,Mission;West Valley,2015-16,84580744,44109440,52.15,,,,2036664,19868915,114844636,136750215,not-published
490,WEST VALLEY,Mission;West Valley,2016-17,95743994,50623678,52.87,,,,3627223,22218174,131334310,157179707,not-published
490,WEST VALLEY,Mission;West Valley,2017-18,104410202,53961781,51.68,,,,4659863,24222816,137723162,166605841,not-published
490,WEST VALLEY,Mission;West Valley,2018-19,118373254,59182184,50,,,782289,4299412,26447672,147105207,177852291,not-published
490,WEST VALLEY,Mission;West Valley,2019-20,125456961,65640959,52.32,11711.86,10712,807792,,,,,not-published
490,WEST VALLEY,Mission;West Valley,2020-21,127579856,64479573,50.54,10954.72,11646,807792,11124974,26212762,155291664,192629400,basic-aid
490,WEST VALLEY,Mission;West Valley,2021-22,135254837,68198847,50.42,,,,9816797,31616505,161041939,202475241,not-published
490,WEST VALLEY,Mission;West Valley,2022-23,137324073,71417391,52.01,10551.77,13014,904425,8479799,34266780,181105017,223851596,basic-aid
490,WEST VALLEY,Mission;West Valley,2023-24,149436405,76843236,51.42,10786.63,13854,978769,3283298,42136892,189663464,235083654,not-published
590,YOSEMITE,Columbia;Modesto,2009-10,78075756,39461827,50.54,,,,9865299,60984877,44320208,115170384,not-published
590,YOSEMITE,Columbia;Modesto,2010-11,78290939,39461707,50.4,,,,9718221,63493494,41562343,114774058,not-published
590,YOSEMITE,Columbia;Modesto,2011-12,75155577,37681650,50.14,,,,9176485,60166248,39156322,108499055,not-published
590,YOSEMITE,Columbia;Modesto,2012-13,73370655,36689155,50.01,,,,9862139,58939323,41501620,110303082,not-published
590,YOSEMITE,Columbia;Modesto,2013-14,79501255,39815136,50.08,,,,8986639,64235431,41293847,114515917,not-published
590,YOSEMITE,Columbia;Modesto,2014-15,80803651,41525950,51.39,,,,7805123,65000793,45218534,118024450,not-published
590,YOSEMITE,Columbia;Modesto,2015-16,87155603,44852870,51.46,,,,7730284,79070692,49387945,136188921,not-published
590,YOSEMITE,Columbia;Modesto,2016-17,89481204,44774502,50.04,,,,7952918,73798482,52944613,134696013,not-published
590,YOSEMITE,Columbia;Modesto,2017-18,93748000,47368220,50.53,,,,8805024,77777712,56852798,143435534,not-published
590,YOSEMITE,Columbia;Modesto,2018-19,103367416,53876849,52.12,,,36337912,8078662,84922856,58865786,151867304,not-published
590,YOSEMITE,Columbia;Modesto,2019-20,110229793,55632683,50.47,16225.71,6794,46355307,,,,,not-published
590,YOSEMITE,Columbia;Modesto,2020-21,105120514,52604862,50.04,16174.62,6499,33931639,15827420,94760358,65681001,176268779,state-funded
590,YOSEMITE,Columbia;Modesto,2021-22,112001444,56146417,50.13,,,,30407027,97147919,57607262,185162208,not-published
590,YOSEMITE,Columbia;Modesto,2022-23,116929744,58474857,50.01,16349.49,7152,61393935,23740464,115440184,67499105,206679753,state-funded
590,YOSEMITE,Columbia;Modesto,2023-24,127963365,64596888,50.48,16453.86,7777,53740761,9355796,131695386,76399110,217450292,not-published
290,YUBA,Woodland;Yuba,2009-10,40117897,20208095,50.37,,,,2880865,28490911,24895820,56267596,not-published
290,YUBA,Woodland;Yuba,2010-11,38728599,19934759,51.47,,,,2882357,32065453,24742005,59689815,not-published
290,YUBA,Woodland;Yuba,2011-12,37729536,18966530,50.27,,,,2555981,25478391,24840574,52874946,not-published
290,YUBA,Woodland;Yuba,2012-13,39333983,19810179,50.36,,,,2866550,25290483,25245664,53402697,not-published
290,YUBA,Woodland;Yuba,2013-14,37558772,19212562,51.15,,,,2415464,28377123,23916860,54709447,not-published
290,YUBA,Woodland;Yuba,2014-15,39339150,19884418,50.55,,,,2605561,29505908,25690021,57801490,not-published
290,YUBA,Woodland;Yuba,2015-16,43088925,22420110,52.03,,,,2259445,39382611,27192618,68834674,not-published
290,YUBA,Woodland;Yuba,2016-17,44804163,22997983,51.33,,,,2080992,35987765,28672223,66740980,not-published
290,YUBA,Woodland;Yuba,2017-18,46545171,23836751,51.21,,,,2673122,37847514,32824804,73345440,not-published
290,YUBA,Woodland;Yuba,2018-19,47974332,25058728,52.23,,,16436470,3161431,48100032,31190500,82451963,not-published
290,YUBA,Woodland;Yuba,2019-20,50203662,25650686,51.09,7549.05,6650,22126319,,,,,not-published
290,YUBA,Woodland;Yuba,2020-21,48722881,25106417,51.53,7544.04,6458,15368392,6109584,47037411,33782207,86929202,state-funded
290,YUBA,Woodland;Yuba,2021-22,47104078,24957062,52.98,,,,9658540,51036892,36566776,97262208,not-published
290,YUBA,Woodland;Yuba,2022-23,44368842,23011678,51.86,7626,5818,22702224,13866117,52942202,41986733,108795052,state-funded
290,YUBA,Woodland;Yuba,2023-24,52042332,26082129,50.12,7332.29,7098,22318197,3337237,57812798,42948472,104098507,not-published
