# Citizen Ledger — community college districts — COMPLETE LAYER EXPORT
# Source dataset: California Community Colleges Chancellor's Office — CCFS-311 Annual Financial and Budget Report (Table VI, Current Expense of Education, ECS 84362); SCFF 2022-23 Recalculation Exhibit C; MIS District & College Codes
# Accounting basis: Modified accrual on the community-college Budget and Accounting Manual uniform chart; Current Expense of Education (ECS 84362)
# Gate tier: GATED TO THE DOLLAR against the Chancellor's Office printed statewide total
# Units: dollars; FTES in full-time-equivalent students
# Measured as: MODIFIED ACCRUAL ON THE COMMUNITY-COLLEGE BUDGET AND ACCOUNTING MANUAL UNIFORM CHART · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE DOLLAR AGAINST THE CHANCELLOR'S OFFICE PRINTED STATEWIDE TOTAL
# Data generated: 2026-07-24
# Exported: 2026-07-28
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# Apportionment-derived columns (funded_ftes, per_ftes_usd, state_general_fund_usd, community_supported_status) reach only the years with a readable apportionment document, and are empty elsewhere. That is an absence of source, not a zero.
# community_supported_status is three-valued: a status, or 'not-published' where the derivation could not be reconciled.
district_code,name,colleges,fiscal_year,current_expense_usd,instructional_salaries_usd,pct_instructional_salaries,funded_ftes,per_ftes_usd,state_general_fund_usd,rev_federal_usd,rev_state_usd,rev_local_usd,rev_total_usd,community_supported_status
950,PALO VERDE,Palo Verde,2014-15,11000314,5772466,52.48,,,,257453,13247523,2252352,15757328,not-published
950,PALO VERDE,Palo Verde,2015-16,11855105,6170200,52.05,,,,29643,18346146,2460027,20835816,not-published
950,PALO VERDE,Palo Verde,2016-17,13440339,6937199,51.61,,,,125028,18173780,2429408,20728216,not-published
950,PALO VERDE,Palo Verde,2017-18,14449422,7484280,51.8,,,,111697,18616623,2784138,21512458,not-published
950,PALO VERDE,Palo Verde,2018-19,14654258,7500377,51.18,,,14015297,120436,21019514,2628648,23768598,not-published
950,PALO VERDE,Palo Verde,2019-20,15675551,8078060,51.53,2182.16,7184,16014564,,,,,not-published
950,PALO VERDE,Palo Verde,2020-21,15070707,7861767,52.17,2140.05,7042,15505956,1223051,22728621,2673788,26625460,state-funded
950,PALO VERDE,Palo Verde,2021-22,17282307,8868045,51.31,,,,1284826,25913465,2637960,29836251,not-published
950,PALO VERDE,Palo Verde,2022-23,18496238,9873611,53.38,2327.64,7946,23479075,1191466,32209705,3789050,37190221,state-funded
950,PALO VERDE,Palo Verde,2023-24,23223821,12992223,55.94,2442.57,9508,23018545,1925697,39955860,5197498,47079055,not-published
060,PALOMAR,Palomar,2009-10,93677101,47067658,50.24,,,,5169275,46397214,68573189,120139678,not-published
060,PALOMAR,Palomar,2010-11,93743076,47679999,50.86,,,,4597204,50649373,64286975,119533552,not-published
060,PALOMAR,Palomar,2011-12,91749029,46116204,50.26,,,,5930561,39873589,67776920,113581070,not-published
060,PALOMAR,Palomar,2012-13,90230262,45162054,50.05,,,,7069838,36023794,70566395,113660027,not-published
060,PALOMAR,Palomar,2013-14,95974266,48087317,50.1,,,,6288864,43534300,71138497,120961661,not-published
060,PALOMAR,Palomar,2014-15,90000731,46941419,52.16,,,,6654374,46990870,78903933,132549177,not-published
060,PALOMAR,Palomar,2015-16,99424561,51222988,51.52,,,,7326878,55214215,85000242,147541335,not-published
060,PALOMAR,Palomar,2016-17,112816494,56606220,50.18,,,,6283373,43209942,92466186,141959501,not-published
060,PALOMAR,Palomar,2017-18,113695656,56891779,50.04,,,,6983701,52906249,96626281,156516231,not-published
060,PALOMAR,Palomar,2018-19,127516580,63984320,50.18,,,4829903,5348995,62379471,101896987,169625453,not-published
060,PALOMAR,Palomar,2019-20,129302539,66126847,51.14,18642.05,6936,11827705,,,,,not-published
060,PALOMAR,Palomar,2020-21,115049822,58588262,50.92,18341.61,6273,1024865,11409824,52387895,102199026,165996745,state-funded
060,PALOMAR,Palomar,2021-22,115889630,59056329,50.96,,,,23004095,63668905,104287247,190960247,not-published
060,PALOMAR,Palomar,2022-23,124008472,62676816,50.54,18459.6,6718,12877380,15427380,68327447,116788116,200542943,state-funded
060,PALOMAR,Palomar,2023-24,143166907,71800530,50.15,16751.54,8546,1241788,4049743,68848162,126004503,198902408,not-published
770,PASADENA,Pasadena,2009-10,107522608,57773930,53.73,,,,3676171,90648719,40430075,134754965,not-published
770,PASADENA,Pasadena,2010-11,109112976,58032204,53.19,,,,3857169,90545184,39136630,133538983,not-published
770,PASADENA,Pasadena,2011-12,102764324,55161494,53.68,,,,4349185,77136006,42630670,124115861,not-published
770,PASADENA,Pasadena,2012-13,104099908,55934934,53.73,,,,5340509,76062844,46579550,127982903,not-published
770,PASADENA,Pasadena,2013-14,116818599,59988211,51.35,,,,5308923,88204652,46246929,139760504,not-published
770,PASADENA,Pasadena,2014-15,126238613,68703331,54.42,,,,6527860,91831435,48423595,146782890,not-published
770,PASADENA,Pasadena,2015-16,129476953,68118660,52.61,,,,6321828,122412457,51615559,180349844,not-published
770,PASADENA,Pasadena,2016-17,132970502,72524989,54.54,,,,5825559,119121411,61255175,186202145,not-published
770,PASADENA,Pasadena,2017-18,138812518,78489514,56.54,,,,7394871,129303655,62438868,199137394,not-published
770,PASADENA,Pasadena,2018-19,146214849,79279955,54.22,,,71350254,7145128,126459143,68717090,202321361,not-published
770,PASADENA,Pasadena,2019-20,157366441,83431302,53.02,23934.94,6575,86138835,,,,,not-published
770,PASADENA,Pasadena,2020-21,148676947,78162201,52.57,23902.95,6220,73774193,18550082,126355899,68696048,213602029,state-funded
770,PASADENA,Pasadena,2021-22,154648603,77767801,50.29,,,,41850810,171688096,59502156,273041062,not-published
770,PASADENA,Pasadena,2022-23,171208949,86800376,50.7,23881.14,7169,106849160,22998685,199972107,68921021,291891813,state-funded
770,PASADENA,Pasadena,2023-24,187942694,99150755,52.76,23399.14,8032,95479715,13961501,248061738,87375612,349398851,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2009-10,106688070,55285736,51.82,,,,5989863,78633571,45036811,129660245,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2010-11,101823616,51060643,50.15,,,,8479392,80900286,42666766,132046444,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2011-12,93249104,47244184,50.66,,,,7616799,77901804,41362999,126881602,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2012-13,92444527,46789433,50.61,,,,8261037,72782768,51487186,132530991,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2013-14,95834243,47932353,50.02,,,,7556976,80465026,46525129,134547131,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2014-15,109223165,54754563,50.13,,,,7526358,85094450,56749107,149369915,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2015-16,122885922,62807277,51.11,,,,5319292,113485977,58820044,177625313,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2016-17,133362742,67034618,50.26,,,,4388293,108945311,70811041,184144645,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2017-18,122386840,61284048,50.07,,,,4522632,99405643,74933493,178861768,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2018-19,117084723,59043124,50.43,,,41503068,3770286,94564784,79466829,177801899,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2019-20,128920626,64597384,50.11,16839.65,7656,52001562,,,,,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2020-21,118297193,59194902,50.04,15599.61,7583,39742594,14841585,95849606,76805476,187496667,state-funded
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2021-22,129579882,65010399,50.17,,,,39166910,109888901,72899901,221955712,not-published
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2022-23,131256582,65923100,50.22,15523.71,8455,57654117,27429936,116306805,82562965,226299706,state-funded
340,PERALTA,Alameda;Berkeley City;Laney;Merritt,2023-24,147969559,74392184,50.28,15479.68,9559,46000335,7826751,126332262,90349440,224508453,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2009-10,115238668,58154424,50.46,,,,12374630,101725549,59077378,173177557,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2010-11,115369631,58312803,50.54,,,,12408972,105286108,53397957,171093037,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2011-12,119969772,60205148,50.18,,,,11990326,99089876,49612680,160692882,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2012-13,120896317,60552391,50.09,,,,11989120,89238825,61532022,162759967,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2013-14,125034279,62744459,50.18,,,,11423947,99214036,60016479,170654462,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2014-15,127658186,65591850,51.38,,,,11125714,110144133,64373729,185643576,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2015-16,135448494,71182361,52.55,,,,10011533,145103321,78512686,233627540,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2016-17,145845028,78836811,54.06,,,,9661936,139952645,87703884,237318465,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2017-18,153620735,84612535,55.08,,,,8514455,139684141,99949142,248147738,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2018-19,167335039,92221005,55.11,,,57740566,9495922,180362519,99665227,289523668,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2019-20,171472365,92591055,54,26889.3,6377,65814668,,,,,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2020-21,162250356,87882476,54.16,27028.56,6003,44204987,20215724,213784719,109090400,343090843,state-funded
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2021-22,172436907,93288193,54.1,,,,25863393,162068347,109861869,297793609,not-published
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2022-23,190526639,102208719,53.65,27316.74,6975,84395708,14958900,172176939,120990717,308126556,state-funded
870,RANCHO SANTIAGO,Santa Ana;Santiago Canyon,2023-24,212020378,115827458,54.63,28827.28,7355,65417335,9512251,221532540,143701909,374746700,not-published
160,REDWOODS,Redwoods,2009-10,30014598,15139859,50.44,,,,2622988,22579194,12404284,37606466,not-published
160,REDWOODS,Redwoods,2010-11,28462727,14002193,49.19,,,,2815394,23041324,11632367,37489085,not-published
160,REDWOODS,Redwoods,2011-12,26600981,13375491,50.28,,,,1971490,20924199,11074553,33970242,not-published
160,REDWOODS,Redwoods,2012-13,24913791,12550586,50.38,,,,1483698,17892837,12366524,31743059,not-published
160,REDWOODS,Redwoods,2013-14,23955811,12092245,50.48,,,,1251975,19338837,11409010,31999822,not-published
160,REDWOODS,Redwoods,2014-15,24309172,13125996,54,,,,1365373,18275247,11923677,31564297,not-published
160,REDWOODS,Redwoods,2015-16,26222226,13678679,52.16,,,,1520696,22209996,12936044,36666736,not-published
160,REDWOODS,Redwoods,2016-17,26116007,14368442,55.02,,,,1585646,21331470,13675448,36592564,not-published
160,REDWOODS,Redwoods,2017-18,27445737,15088099,54.97,,,,1392916,23837301,12435483,37665700,not-published
160,REDWOODS,Redwoods,2018-19,28058613,15138719,53.95,,,18874612,1630681,26436823,11676552,39744056,not-published
160,REDWOODS,Redwoods,2019-20,28225738,15317201,54.27,3742.36,7542,16892069,,,,,not-published
160,REDWOODS,Redwoods,2020-21,26612136,13366695,50.23,3716.95,7160,13961327,4702538,27708447,11981558,44392543,state-funded
160,REDWOODS,Redwoods,2021-22,27397678,15395260,56.19,,,,6629578,31911566,11758357,50299501,not-published
160,REDWOODS,Redwoods,2022-23,34609044,17407407,50.3,3780.85,9154,22315522,4540046,38643537,13721837,56905420,state-funded
160,REDWOODS,Redwoods,2023-24,38342628,20589243,53.7,3641.28,10530,20483629,2305719,41404478,15299643,59009840,not-published
880,RIO HONDO,Rio Hondo,2009-10,58808613,30725926,52.25,,,,2898870,63299611,12484093,78682574,not-published
880,RIO HONDO,Rio Hondo,2010-11,57606866,30318541,52.63,,,,2751837,64235391,11858987,78846215,not-published
880,RIO HONDO,Rio Hondo,2011-12,58242721,29974788,51.47,,,,2691942,56125134,11801956,70619032,not-published
880,RIO HONDO,Rio Hondo,2012-13,53180288,28308319,53.23,,,,2090527,56035147,12913707,71039381,not-published
880,RIO HONDO,Rio Hondo,2013-14,54810178,28282202,51.6,,,,1682489,64739365,12958087,79379941,not-published
880,RIO HONDO,Rio Hondo,2014-15,57174495,29745446,52.03,,,,2032592,67787297,13852256,83672145,not-published
880,RIO HONDO,Rio Hondo,2015-16,55940801,29150041,52.11,,,,1907457,80030298,13507597,95445352,not-published
880,RIO HONDO,Rio Hondo,2016-17,66566752,35229477,52.92,,,,2011503,83025031,15023141,100059675,not-published
880,RIO HONDO,Rio Hondo,2017-18,72497383,39115714,53.95,,,,2182229,80804652,16434206,99421087,not-published
880,RIO HONDO,Rio Hondo,2018-19,79549908,42836629,53.85,,,55737091,2094858,98462378,16429373,116986609,not-published
880,RIO HONDO,Rio Hondo,2019-20,76623566,43560207,56.85,12967.55,5909,64601323,,,,,not-published
880,RIO HONDO,Rio Hondo,2020-21,75018121,43118087,57.48,12979.27,5780,59311639,8892564,93641749,13385447,115919760,state-funded
880,RIO HONDO,Rio Hondo,2021-22,80280736,44685261,55.66,,,,17240387,113191834,17722407,148154628,not-published
880,RIO HONDO,Rio Hondo,2022-23,89507845,50089616,55.96,13081.3,6842,79115178,40919191,137375020,25518255,203812466,state-funded
880,RIO HONDO,Rio Hondo,2023-24,101730385,56195832,55.24,13269.8,7666,76553452,4437921,139074665,23604693,167117279,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2009-10,128522591,65585257,51.03,,,,13180490,105952473,48989724,168122687,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2010-11,131896103,66290565,50.26,,,,13105068,112854654,45070879,171030601,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2011-12,122892158,61807878,50.29,,,,10788224,100909162,44542640,156240026,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2012-13,119094539,60651356,50.93,,,,11791448,98621081,53804390,164216919,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2013-14,125936376,65423687,51.95,,,,12574883,109903368,51137753,173616004,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2014-15,133771090,69386998,51.87,,,,10619430,120861574,56119723,187600727,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2015-16,148051598,78719280,53.17,,,,10068695,160378889,60929412,231376996,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2016-17,155572159,85370201,54.87,,,,10135988,153181500,68294336,231611824,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2017-18,169561486,91798498,54.14,,,,11163238,167281821,73767423,252212482,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2018-19,188318866,100666404,53.46,,,104701058,13519587,195029427,79111562,287660576,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2019-20,210126760,112327070,53.46,30630.52,6860,119284799,,,,,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2020-21,204339354,110023171,53.84,30415.2,6718,111374339,42567636,222334216,85039857,349941709,state-funded
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2021-22,216813267,114169201,52.66,,,,44015263,242173219,84364991,370553473,not-published
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2022-23,238983604,126978061,53.13,30558.09,7821,148203595,37958656,252913671,97913282,388785609,state-funded
960,RIVERSIDE,Moreno Valley;Norco;Riverside,2023-24,279687674,144107831,51.52,30968.78,9031,142769585,18145130,307799661,115274334,441219125,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2009-10,62174743,31273758,50.3,,,,4372296,61816941,22019044,88208281,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2010-11,54997500,29772038,54.13,,,,4945262,64421376,19973326,89339964,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2011-12,58617791,29651326,50.58,,,,4701781,60182513,20065135,84949429,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2012-13,59529870,30156441,50.66,,,,5276714,57540838,22672263,85489815,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2013-14,68093184,35024147,51.44,,,,3807840,61964988,26123639,91896467,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2014-15,74151842,37248596,50.23,,,,4895578,65201282,26374079,96470939,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2015-16,78326941,39308396,50.19,,,,4597680,87502201,29901161,122001042,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2016-17,83230646,42544194,51.12,,,,3011376,95494201,34713276,133218853,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2017-18,88558953,45337468,51.19,,,,1930092,83674496,38063694,123668282,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2018-19,98288240,49493763,50.36,,,48752286,2224707,93771902,42897278,138893887,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2019-20,106282012,53810991,50.63,15456.3,6876,55192729,,,,,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2020-21,95444494,48194323,50.49,15193.48,6282,57289590,9489463,95323723,42669045,147482231,state-funded
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2021-22,105515722,53747345,50.94,,,,14903371,105924507,45980575,166808453,not-published
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2022-23,113438595,57737068,50.9,14877.15,7625,64388513,17330040,133552287,52124835,203007162,state-funded
980,SAN BERNARDINO,Crafton Hills;San Bernardino,2023-24,123149633,61850423,50.22,14792.12,8325,59778155,2048313,144711596,61425360,208185269,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2009-10,184702142,92432797,50.04,,,,19889521,132064449,96291100,248245070,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2010-11,187980019,94525952,50.29,,,,21995945,139918422,91337732,253252099,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2011-12,181455227,90774999,50.03,,,,20525263,119908049,96077601,236510913,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2012-13,177279825,88648778,50.01,,,,15985916,114338144,104095414,234419474,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2013-14,190714212,95366852,50.01,,,,11733085,119219023,112971216,243923324,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2014-15,207682090,105245452,50.68,,,,11537932,147894569,111939290,271371791,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2015-16,231218669,122588793,53.02,,,,11519349,204099822,122949896,338569067,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2016-17,250461718,135147784,53.96,,,,11191469,188360174,134789211,334340854,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2017-18,274844388,140519557,51.13,,,,10083752,192255418,143041591,345380761,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2018-19,291772624,146082070,50.07,,,86402917,9399101,205169684,151124073,365692858,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2019-20,283416952,141709761,50,39832.09,7115,96920591,,,,,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2020-21,252138761,127588710,50.6,38411.06,6564,70567291,33094328,194512918,156663697,384270943,state-funded
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2021-22,263661792,131976646,50.06,,,,69304961,218057632,161520592,448883185,not-published
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2022-23,280967056,141748592,50.45,37889.33,7415,110222266,42434722,216935082,179881293,439251097,state-funded
070,SAN DIEGO,San Diego City;San Diego Mesa;San Diego Miramar,2023-24,307568109,154480296,50.23,39254.08,7835,88073927,13918619,280673580,211350405,505942604,not-published
360,SAN FRANCISCO,San Francisco,2009-10,179422400,93422259,52.07,,,,15460266,128528976,92513469,236502711,not-published
360,SAN FRANCISCO,San Francisco,2010-11,179368358,93577526,52.17,,,,14755479,127199781,89455736,231410996,not-published
360,SAN FRANCISCO,San Francisco,2011-12,178066558,95156666,53.44,,,,14049323,114340853,91928326,220318502,not-published
360,SAN FRANCISCO,San Francisco,2012-13,165487229,86800693,52.45,,,,12270641,107373898,93523993,213168532,not-published
360,SAN FRANCISCO,San Francisco,2013-14,166360547,83883584,50.42,,,,8255309,109066665,97293931,214615905,not-published
360,SAN FRANCISCO,San Francisco,2014-15,168381672,84788978,50.36,,,,8029899,103754509,98080104,209864512,not-published
360,SAN FRANCISCO,San Francisco,2015-16,164298701,85327985,51.93,,,,5835111,123367423,111797873,241000407,not-published
360,SAN FRANCISCO,San Francisco,2016-17,168657720,87408388,51.83,,,,4533007,101649267,120557952,226740226,not-published
360,SAN FRANCISCO,San Francisco,2017-18,167568421,84871338,50.65,,,,4204039,88574967,102223506,195002512,not-published
360,SAN FRANCISCO,San Francisco,2018-19,167430990,88755927,53.01,,,70807872,2354520,132858832,71703626,206916978,not-published
360,SAN FRANCISCO,San Francisco,2019-20,157485050,79607761,50.55,20629.85,7634,77369922,,,,,not-published
360,SAN FRANCISCO,San Francisco,2020-21,159670058,83933571,52.57,20225.07,7895,53037354,21309977,120785818,75281611,217377406,state-funded
360,SAN FRANCISCO,San Francisco,2021-22,148455054,74276222,50.03,,,,13961009,131744684,81341054,227046747,not-published
360,SAN FRANCISCO,San Francisco,2022-23,146493060,73887817,50.44,16369.69,8949,77850989,4857007,125737387,92034243,222628637,state-funded
360,SAN FRANCISCO,San Francisco,2023-24,170646608,87966688,51.55,15531.23,10987,67360044,3619763,141451777,96363109,241434649,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2009-10,69994810,37207771,53.16,,,,5497929,57847059,32360069,95705057,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2010-11,70382392,36229598,51.48,,,,2773315,62714495,30174685,95662495,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2011-12,69618998,35829803,51.47,,,,2599770,55557424,29456758,87613952,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2012-13,67768286,34372869,50.72,,,,2917722,58238778,31476283,92632783,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2013-14,69970310,35482574,50.71,,,,4161564,59320914,33338178,96820656,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2014-15,73690586,37881563,51.41,,,,3253505,60649522,37182824,101085851,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2015-16,83923473,43891601,52.3,,,,2987163,73780561,39966540,116734264,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2016-17,83445568,43720485,52.39,,,,2258526,72686409,42788733,117733668,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2017-18,83856359,42584187,50.78,,,,1917181,73563963,44196832,119677976,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2018-19,84937749,43333965,51.02,,,37087259,1753347,79808861,46719954,128282162,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2019-20,88997793,46146606,51.85,15688.26,5673,48595548,,,,,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2020-21,89082801,45510517,51.09,15435.19,5771,36753956,3135653,86222208,49077464,138435325,state-funded
550,SAN JOAQUIN DELTA,San Joaquin Delta,2021-22,98658958,50444355,51.13,,,,14550915,90020032,54332280,158903227,not-published
550,SAN JOAQUIN DELTA,San Joaquin Delta,2022-23,105135948,52721084,50.15,16322.82,6441,54302335,13063382,96509346,60711831,170284559,state-funded
550,SAN JOAQUIN DELTA,San Joaquin Delta,2023-24,119279965,60808833,50.98,16335.1,7302,38335069,8778673,108496205,71565158,188840036,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2009-10,73573761,40456270,54.99,,,,8547329,15279569,73737467,97564365,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2010-11,72305167,38252460,52.9,,,,7941872,18270032,71351885,97563789,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2011-12,70953312,38424650,54.15,,,,6759753,9747679,74819638,91327070,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2012-13,68360627,37842053,55.36,,,,4059075,10846971,75323425,90229471,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2013-14,77870430,39834535,51.15,,,,3005930,10561612,83301149,96868691,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2014-15,86499220,44068694,50.95,,,,3467721,13849245,89207334,106524300,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2015-16,94930934,49592781,52.24,,,,2977858,30311247,95284550,128573655,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2016-17,100291289,50479640,50.33,,,,2877432,26648547,102254696,131780675,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2017-18,109308867,54695669,50.04,,,,3663053,29528904,110762184,143954141,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2018-19,113965262,59194063,51.94,,,694868,3515539,40679663,122274816,166470018,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2019-20,120233503,61288888,50.97,11985.6,10031,717521,,,,,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2020-21,125237259,62971794,50.28,12272,10205,717521,6355444,29968456,130264200,166588100,basic-aid
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2021-22,128083757,64288966,50.19,,,,9482701,35894847,132991701,178369249,not-published
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2022-23,132755363,66497215,50.09,11512.49,11531,803355,16660539,41792516,148873965,207327020,basic-aid
470,SAN JOSE-EVERGREEN,Evergreen Valley;San Jose City,2023-24,145815062,73032390,50.09,10683.22,13649,869391,11169487,46266142,156399875,213835504,not-published
640,SAN LUIS OBISPO,Cuesta,2009-10,44683217,22905347,51.26,,,,2800957,17989945,37505469,58296371,not-published
640,SAN LUIS OBISPO,Cuesta,2010-11,44916376,22549964,50.2,,,,3020691,21842748,36437888,61301327,not-published
640,SAN LUIS OBISPO,Cuesta,2011-12,43847894,22333351,50.93,,,,2465690,16325199,37307911,56098800,not-published
640,SAN LUIS OBISPO,Cuesta,2012-13,41182862,20599950,50.02,,,,1897698,13302058,38759524,53959280,not-published
640,SAN LUIS OBISPO,Cuesta,2013-14,41431970,20771262,50.13,,,,1840962,17081617,37633661,56556240,not-published
640,SAN LUIS OBISPO,Cuesta,2014-15,43313640,21753859,50.22,,,,1577883,15547640,41370048,58495571,not-published
640,SAN LUIS OBISPO,Cuesta,2015-16,48389693,24792354,51.23,,,,725722,21754138,44505979,66985839,not-published
640,SAN LUIS OBISPO,Cuesta,2016-17,47033968,23764052,50.53,,,,619354,17792100,47029038,65440492,not-published
640,SAN LUIS OBISPO,Cuesta,2017-18,50717333,25504715,50.29,,,,842018,19253799,49223987,69319804,not-published
640,SAN LUIS OBISPO,Cuesta,2018-19,51021824,25658994,50.29,,,4360854,1768046,17984377,51678549,71430972,not-published
